ffb52f92_1_0000.avi,2015,6,30,13,10,8,637000
ffb52f92_1_0001.avi,2015,6,30,13,12,7,845000
ffb52f92_1_0002.avi,2015,6,30,13,25,8,894000
ffb52f92_1_0003.avi,2015,6,30,13,27,10,28000
ffb52f92_1_0004.avi,2015,6,30,13,29,9,160000
ffb52f92_2_0000.avi,2015,6,30,15,13,8,360000
ffb52f92_2_0001.avi,2015,6,30,15,15,8,764000
ffb52f92_2_0002.avi,2015,6,30,15,17,19,27000
ffb52f92_2_0003.avi,2015,6,30,15,19,10,4000
ffb52f92_2_0004.avi,2015,6,30,15,21,8,957000
ffb52f92_2_0005.avi,2015,6,30,15,23,8,309000
ffb52f92_2_0006.avi,2015,6,30,15,25,8,639000
ffb52f92_2_0007.avi,2015,6,30,15,27,8,892000
ffb52f92_2_0008.avi,2015,6,30,15,29,8,979000
ffb52f92_2_0009.avi,2015,6,30,15,31,8,264000
ffb52f92_2_0010.avi,2015,6,30,15,33,8,951000
ffb52f92_2_0011.avi,2015,6,30,15,35,11,273000
ffb52f92_2_0012.avi,2015,6,30,15,37,9,204000
ffb52f92_2_0013.avi,2015,6,30,15,39,8,122000
ffb52f92_2_0014.avi,2015,6,30,15,41,9,410000
ffb52f92_2_0015.avi,2015,6,30,15,43,8,162000
ffb52f92_2_0016.avi,2015,6,30,15,45,15,990000
ffb52f92_2_0017.avi,2015,6,30,15,47,10,781000
ffb52f92_2_0018.avi,2015,6,30,15,49,9,665000
ffb52f92_2_0019.avi,2015,6,30,15,51,8,952000
ffb52f92_2_0020.avi,2015,6,30,15,53,9,305000
ffb52f92_2_0021.avi,2015,6,30,15,55,8,524000
ffb52f92_2_0022.avi,2015,6,30,15,57,10,747000
ffb52f92_2_0023.avi,2015,6,30,15,59,8,640000
ffb52f92_2_0024.avi,2015,6,30,16,1,9,785000
ffb52f92_2_0025.avi,2015,6,30,16,3,11,941000
ffb52f92_2_0026.avi,2015,6,30,16,5,8,791000
ffb52f92_2_0027.avi,2015,6,30,16,7,13,314000
ffb52f92_2_0028.avi,2015,6,30,16,9,8,115000
ffb52f92_2_0029.avi,2015,6,30,16,11,9,436000
ffb52f92_2_0030.avi,2015,6,30,16,13,8,555000
ffb52f92_2_0031.avi,2015,6,30,16,15,11,879000
ffb52f92_2_0032.avi,2015,6,30,16,17,8,527000
ffb52f92_2_0033.avi,2015,6,30,16,19,8,882000
ffb52f92_2_0034.avi,2015,6,30,16,21,27,830000
ffb52f92_2_0035.avi,2015,6,30,16,23,8,331000
ffb52f92_2_0036.avi,2015,6,30,16,25,8,551000
ffb52f92_2_0037.avi,2015,6,30,16,27,10,706000
ffb52f92_2_0038.avi,2015,6,30,16,29,17,333000
ffb52f92_2_0039.avi,2015,6,30,16,31,8,953000
ffb52f92_2_0040.avi,2015,6,30,16,33,8,40000
ffb52f92_2_0041.avi,2015,6,30,16,35,12,497000
ffb52f92_2_0042.avi,2015,6,30,16,37,8,280000
ffb52f92_2_0043.avi,2015,6,30,16,39,10,469000
ffb52f92_2_0044.avi,2015,6,30,16,41,8,420000
ffb52f92_2_0045.avi,2015,6,30,16,43,19,327000
ffb52f92_2_0046.avi,2015,6,30,16,45,8,977000
ffb52f92_2_0047.avi,2015,6,30,16,47,13,566000
ffb52f92_2_0048.avi,2015,6,30,16,49,8,529000
ffb52f92_2_0049.avi,2015,6,30,16,51,19,573000
ffb52f92_2_0050.avi,2015,6,30,16,53,18,802000
ffb52f92_2_0051.avi,2015,6,30,16,56,4,883000
ffb52f92_2_0052.avi,2015,6,30,16,58,4,692000
ffb52f92_2_0053.avi,2015,6,30,17,0,5,446000
ffb52f92_2_0054.avi,2015,6,30,17,2,6,210000
ffb52f92_2_0055.avi,2015,6,30,17,4,6,897000
ffb52f92_2_0056.avi,2015,6,30,17,6,5,448000
ffb52f92_2_0057.avi,2015,6,30,17,8,5,35000
ffb52f92_2_0058.avi,2015,6,30,17,10,4,621000
ffb52f92_2_0059.avi,2015,6,30,17,12,5,309000
ffb52f92_2_0060.avi,2015,6,30,17,14,4,961000
ffb52f92_2_0061.avi,2015,6,30,17,16,5,658000
ffb52f92_2_0062.avi,2015,6,30,17,18,5,311000
ffb52f92_2_0063.avi,2015,6,30,17,20,4,929000
ffb52f92_2_0064.avi,2015,6,30,17,22,5,583000
ffb52f92_2_0065.avi,2015,6,30,17,24,25,656000
ffb52f92_2_0066.avi,2015,6,30,17,26,4,799000
ffb52f92_2_0067.avi,2015,6,30,17,28,8,656000
ffb52f92_2_0068.avi,2015,6,30,17,30,20,54000
ffb52f92_2_0069.avi,2015,6,30,17,32,27,315000
ffb52f92_2_0070.avi,2015,6,30,17,34,5,713000
ffb52f92_2_0071.avi,2015,6,30,17,36,4,998000
ffb52f92_2_0072.avi,2015,6,30,17,38,9,332000
ffb52f92_2_0073.avi,2015,6,30,17,40,4,715000
ffb52f92_2_0074.avi,2015,6,30,17,42,10,608000
ffb52f92_2_0075.avi,2015,6,30,17,44,4,822000
ffb52f92_2_0076.avi,2015,6,30,17,46,5,442000
ffb52f92_2_0077.avi,2015,6,30,17,48,5,4000
ffb52f92_2_0078.avi,2015,6,30,17,50,5,490000
ffb52f92_2_0079.avi,2015,6,30,17,52,5,511000
ffb52f92_2_0080.avi,2015,6,30,17,54,5,665000
ffb52f92_2_0081.avi,2015,6,30,17,56,4,884000
ffb52f92_2_0082.avi,2015,6,30,17,58,7,707000
ffb52f92_2_0083.avi,2015,6,30,18,0,6,835000
ffb52f92_2_0084.avi,2015,6,30,18,2,5,97000
ffb52f92_2_0085.avi,2015,6,30,18,4,7,86000
ffb52f92_2_0086.avi,2015,6,30,18,6,4,537000
ffb52f92_2_0087.avi,2015,6,30,18,8,4,990000
ffb52f92_2_0088.avi,2015,6,30,18,10,5,142000
